Time,GM1,GM2,GM3,GM4,GM5,GM6,GM7,GM8,GM9,GM10,GM11,GM12,GM13,GM14,GM15,GM16,GM17,GM18,GM19,GM20,GM21,GM22,GM23,GM24,GM25,GM26,GM27,GM28,GM29,GM30,GM31,GM32,GM33,GM34,GM35,GM36,GM37,GM38,GM39,GM40,GM41,GM42,GM43,GM44
0.59,0.70346,1.2,1.1771,0.82204,0.95542,0.74879,0.41513,0.71744,0.63233,1.0019,0.40606,0.56172,0.90439,0.74729,0.62695,0.80554,0.54383,0.43232,0.2119,0.23262,0.47504,0.23275,0.52663,1.0488,1.1257,1.1286,0.64536,0.47182,0.50698,0.51541,0.59831,0.30679,0.6645,0.60556,0.69838,0.85996,0.25404,0.31071,0.98931,0.87597,0.62481,0.47427,0.59956,1.4004
0.6,0.65115,1.1072,1.157,0.82118,0.90791,0.74257,0.40838,0.65896,0.64835,1.023,0.4349,0.58044,0.87421,0.75004,0.63757,0.80149,0.53729,0.42686,0.18861,0.23254,0.47321,0.22502,0.51346,0.97935,1.1343,1.2007,0.62391,0.43584,0.53923,0.49305,0.58173,0.2824,0.66995,0.59898,0.71095,0.80687,0.251,0.30234,0.96148,0.88413,0.63897,0.42567,0.55436,1.3918
0.61,0.64548,1.0141,1.1061,0.87306,0.85996,0.73559,0.40075,0.62518,0.66389,1.0228,0.46065,0.60684,0.85651,0.79866,0.69628,0.7934,0.52837,0.42581,0.17928,0.23339,0.46993,0.23389,0.49807,0.9352,1.1337,1.2754,0.59974,0.40232,0.56953,0.4802,0.56942,0.25837,0.66479,0.58853,0.7154,0.76097,0.25826,0.29532,0.93459,0.88198,0.62885,0.38027,0.51398,1.4245
0.62,0.63347,0.92267,1.0501,0.91506,0.80269,0.73147,0.39198,0.59234,0.67598,1.008,0.47856,0.60831,0.8285,0.85882,0.78659,0.78303,0.51705,0.42892,0.17919,0.23536,0.46198,0.24285,0.47981,0.91449,1.1298,1.3467,0.57784,0.37316,0.58749,0.46819,0.56441,0.24541,0.65029,0.59636,0.71744,0.7159,0.27272,0.28908,0.91582,0.86927,0.59943,0.34697,0.47977,1.4758
0.63,0.6163,0.83321,1.0219,0.94631,0.73742,0.73,0.38253,0.56105,0.69335,0.99647,0.48485,0.59083,0.80216,0.91752,0.86375,0.77164,0.50385,0.43438,0.18011,0.23792,0.50497,0.24429,0.45857,0.92203,1.1259,1.4088,0.56135,0.34978,0.59619,0.45662,0.56823,0.2479,0.63303,0.61981,0.71279,0.67298,0.27979,0.30377,0.90673,0.84717,0.55589,0.35646,0.45349,1.4754
0.64,0.59113,0.77325,0.9794,0.96657,0.6671,0.73238,0.37293,0.532,0.70664,1.0016,0.47732,0.56313,0.86174,0.96847,0.92587,0.76165,0.48934,0.44058,0.18891,0.2408,0.53857,0.24204,0.43437,0.96903,1.1225,1.4549,0.55003,0.33351,0.59216,0.437,0.57408,0.25876,0.61801,0.62364,0.70217,0.63323,0.28182,0.34259,0.89873,0.81834,0.50283,0.37615,0.43676,1.4999
0.65,0.56223,0.7286,0.92181,0.97682,0.59343,0.73993,0.36371,0.50636,0.71552,1.0058,0.45543,0.53463,0.9144,1.0085,0.9665,0.75337,0.474,0.44619,0.19737,0.2437,0.56239,0.25041,0.40765,1.0673,1.1183,1.4817,0.54128,0.33623,0.58795,0.41267,0.57283,0.26779,0.59638,0.61222,0.6911,0.59712,0.28184,0.3744,0.88481,0.78416,0.48043,0.39142,0.42942,1.4904
0.66,0.55177,0.68644,0.85198,0.98315,0.57527,0.74974,0.35545,0.48325,0.72045,0.98126,0.42083,0.51195,0.95113,1.0401,0.98528,0.74696,0.458,0.45024,0.20415,0.24638,0.5793,0.25928,0.42575,1.1612,1.111,1.4869,0.53156,0.34215,0.59003,0.38908,0.56506,0.26976,0.57062,0.58508,0.67383,0.56445,0.27578,0.39086,0.8639,0.74484,0.48281,0.40138,0.4303,1.4597
0.67,0.54964,0.64564,0.79135,1.0306,0.56374,0.7604,0.34882,0.46332,0.722,0.92492,0.37639,0.49755,0.9654,1.1033,0.98064,0.74331,0.4413,0.45196,0.21077,0.24881,0.58785,0.26383,0.45923,1.2446,1.0989,1.4702,0.51822,0.34757,0.60991,0.36535,0.55347,0.2647,0.54109,0.54727,0.65625,0.53459,0.26963,0.39028,0.83675,0.70373,0.4719,0.4126,0.43684,1.4482
0.68,0.54644,0.60777,0.74231,1.0652,0.55144,0.77203,0.34334,0.46373,0.71964,0.8618,0.35567,0.49074,0.95685,1.1403,0.95256,0.74122,0.42421,0.45081,0.21729,0.25101,0.58687,0.26328,0.48533,1.3129,1.0811,1.4337,0.49865,0.3526,0.62664,0.3451,0.54071,0.2554,0.50806,0.53457,0.63976,0.50936,0.26823,0.37654,0.80092,0.67141,0.45284,0.41809,0.44532,1.4132
0.69,0.54242,0.57142,0.69188,1.0752,0.53562,0.7815,0.33887,0.44874,0.71326,0.81812,0.33454,0.48913,0.92751,1.1542,0.9054,0.73829,0.40659,0.44588,0.21844,0.25306,0.57577,0.25692,0.50398,1.3616,1.0572,1.3809,0.47504,0.35741,0.6394,0.33067,0.53295,0.24482,0.47443,0.52025,0.62157,0.48529,0.27312,0.35559,0.75393,0.65085,0.43065,0.41024,0.45437,1.3581
0.7,0.53635,0.55714,0.64195,1.0654,0.53226,0.79054,0.33511,0.4317,0.71266,0.80653,0.32736,0.4896,0.88119,1.1433,0.83912,0.7332,0.38961,0.43763,0.21881,0.2549,0.55952,0.25938,0.51449,1.3863,1.0277,1.3157,0.45634,0.36196,0.64027,0.35204,0.53155,0.23413,0.48467,0.50365,0.60289,0.46204,0.28276,0.33256,0.69866,0.63807,0.41082,0.39101,0.47321,1.286
0.71,0.52754,0.55365,0.61329,1.0368,0.54277,0.79769,0.33165,0.41272,0.71726,0.81906,0.33276,0.48938,0.82267,1.1129,0.76108,0.7261,0.3741,0.42651,0.2252,0.25648,0.53625,0.27043,0.51576,1.3846,0.993,1.2418,0.43147,0.38589,0.62703,0.3801,0.53293,0.22337,0.48949,0.48481,0.58817,0.43974,0.29393,0.31033,0.64302,0.63099,0.40329,0.36851,0.48741,1.2215
0.72,0.51276,0.55049,0.59338,0.9933,0.55312,0.80409,0.32887,0.39819,0.71878,0.83541,0.33919,0.48643,0.75698,1.0676,0.68102,0.7158,0.36116,0.41409,0.22917,0.25767,0.50964,0.27278,0.5068,1.3559,0.95324,1.1637,0.40742,0.40943,0.6057,0.40586,0.53392,0.21241,0.4909,0.46374,0.57207,0.41877,0.30164,0.29042,0.59547,0.62747,0.40877,0.35717,0.49518,1.1667
0.73,0.49754,0.55066,0.5739,0.94132,0.56059,0.81012,0.32458,0.38879,0.7163,0.83365,0.34768,0.47975,0.68865,1.0096,0.64261,0.70251,0.35123,0.40212,0.23011,0.25836,0.48277,0.2685,0.4883,1.3028,0.90893,1.0843,0.41834,0.42446,0.57542,0.43023,0.53292,0.20174,0.49,0.4408,0.55446,0.39963,0.30042,0.29071,0.55938,0.62663,0.41791,0.34757,0.49547,1.1028
0.74,0.51804,0.55478,0.55314,0.88148,0.56639,0.81528,0.3188,0.37967,0.71261,0.80571,0.35636,0.48477,0.64485,0.9452,0.61993,0.68698,0.34402,0.39195,0.22756,0.25851,0.47347,0.25993,0.46274,1.2305,0.8604,1.0074,0.42605,0.42995,0.54379,0.45083,0.53054,0.19235,0.47688,0.41589,0.53637,0.38271,0.2878,0.30595,0.53101,0.62782,0.4292,0.33605,0.48893,1.0313
0.75,0.54457,0.56009,0.53324,0.81997,0.56954,0.82158,0.33564,0.37022,0.70538,0.75292,0.36274,0.4941,0.66132,0.87677,0.59358,0.67019,0.33877,0.38421,0.22162,0.25809,0.46611,0.25217,0.4358,1.1456,0.82683,0.93488,0.4305,0.42548,0.52355,0.46315,0.52727,0.18499,0.46976,0.40233,0.5196,0.36822,0.26547,0.31858,0.50454,0.62827,0.44387,0.32375,0.5037,0.9538
0.76,0.57045,0.56318,0.5125,0.75744,0.56948,0.82687,0.34865,0.36078,0.69753,0.68604,0.366,0.49493,0.6611,0.80784,0.57086,0.65368,0.33426,0.37884,0.21274,0.25701,0.45652,0.24474,0.43929,1.0555,0.80716,0.86852,0.4317,0.41152,0.51121,0.46888,0.52455,0.17927,0.46466,0.39954,0.50162,0.35607,0.23922,0.33033,0.47673,0.62514,0.46482,0.31167,0.51077,0.89966
0.77,0.59336,0.57238,0.49246,0.69855,0.56789,0.83351,0.35726,0.35072,0.68696,0.61537,0.36606,0.48657,0.64903,0.75216,0.55728,0.63649,0.32948,0.37534,0.21131,0.25501,0.44732,0.24058,0.45108,0.9676,0.77986,0.81015,0.42965,0.38934,0.50564,0.46181,0.52216,0.17416,0.46217,0.39514,0.48327,0.34597,0.22343,0.34225,0.44811,0.62352,0.49458,0.30157,0.50978,0.87056
0.78,0.65048,0.58929,0.47166,0.64273,0.56305,0.8392,0.36131,0.34049,0.67391,0.55604,0.36305,0.46952,0.63002,0.70711,0.54144,0.61836,0.32405,0.3731,0.23058,0.25203,0.43602,0.24416,0.46743,0.88802,0.74633,0.76013,0.43057,0.37784,0.50348,0.44295,0.51601,0.16854,0.46224,0.39117,0.46546,0.33742,0.20803,0.35488,0.42179,0.63174,0.53312,0.29377,0.5023,0.84094
0.79,0.70545,0.61484,0.4518,0.59157,0.55591,0.84547,0.37273,0.3299,0.65934,0.53278,0.35762,0.44533,0.60816,0.66265,0.53483,0.59894,0.31746,0.37142,0.24755,0.24777,0.42296,0.24814,0.4847,0.82069,0.72148,0.71706,0.43351,0.37676,0.50475,0.41775,0.50528,0.16213,0.46436,0.3909,0.44902,0.32991,0.2123,0.36795,0.40088,0.63401,0.57764,0.28868,0.51127,0.81049
0.8,0.75531,0.65401,0.43125,0.54806,0.5471,0.85057,0.37278,0.31928,0.64192,0.52951,0.35004,0.41596,0.59724,0.61966,0.52789,0.5781,0.30976,0.37029,0.2603,0.24245,0.42043,0.25381,0.50084,0.76702,0.70907,0.68009,0.43408,0.37515,0.50367,0.3879,0.49072,0.15565,0.46662,0.39624,0.43525,0.32293,0.22719,0.3815,0.38699,0.63201,0.62359,0.28637,0.51401,0.77938
0.81,0.79719,0.68998,0.41169,0.51272,0.53564,0.85587,0.37381,0.3361,0.6219,0.54845,0.34112,0.38423,0.59354,0.57883,0.53388,0.55455,0.30114,0.37264,0.26826,0.23646,0.41943,0.25902,0.51502,0.72592,0.69556,0.64794,0.43211,0.37308,0.50165,0.37172,0.47382,0.15019,0.46841,0.40539,0.42436,0.31609,0.24509,0.39552,0.37907,0.62766,0.66616,0.28656,0.51076,0.74779
0.82,0.82963,0.72172,0.39218,0.48555,0.52316,0.85931,0.3677,0.35144,0.59938,0.57683,0.33125,0.35286,0.59179,0.53906,0.56556,0.52827,0.30023,0.37496,0.27175,0.23066,0.41584,0.26525,0.52648,0.69454,0.68124,0.61945,0.42749,0.3706,0.49249,0.35478,0.45625,0.14673,0.46822,0.41721,0.4176,0.30912,0.26099,0.40997,0.37439,0.62247,0.70078,0.28868,0.50185,0.71607
0.83,0.85149,0.74819,0.37295,0.46703,0.5089,0.86283,0.35666,0.36081,0.57975,0.60161,0.32087,0.32421,0.59168,0.51535,0.59056,0.49966,0.30357,0.37743,0.27112,0.23711,0.40851,0.27105,0.53387,0.66993,0.66689,0.59295,0.4204,0.36774,0.48,0.3384,0.44341,0.14551,0.4648,0.43093,0.41379,0.3021,0.27261,0.42461,0.37052,0.61719,0.72353,0.29204,0.48762,0.68429
0.84,0.87226,0.76886,0.36007,0.45692,0.49296,0.86456,0.34399,0.36532,0.5822,0.62528,0.31038,0.30007,0.59221,0.49478,0.60757,0.47134,0.30654,0.3801,0.2664,0.24554,0.40206,0.27787,0.53547,0.65008,0.65296,0.57376,0.41096,0.36451,0.46877,0.32509,0.43492,0.14587,0.45755,0.4327,0.41112,0.29574,0.27948,0.43885,0.36563,0.61186,0.73329,0.29587,0.46856,0.65252
0.85,0.88348,0.7832,0.34968,0.45417,0.48714,0.86473,0.33201,0.36876,0.58328,0.64101,0.30004,0.28133,0.59236,0.47636,0.61609,0.45025,0.3089,0.38298,0.25792,0.24957,0.39489,0.28447,0.52949,0.63415,0.63924,0.56265,0.39932,0.36104,0.45169,0.31658,0.42721,0.14668,0.44624,0.42131,0.40998,0.28916,0.28215,0.45208,0.35938,0.60601,0.72793,0.29992,0.4452,0.62796
0.86,0.88524,0.79074,0.35984,0.45716,0.50549,0.86426,0.32156,0.37219,0.58693,0.64798,0.29006,0.26782,0.59148,0.4589,0.6163,0.4296,0.31085,0.38606,0.24622,0.24961,0.39372,0.29175,0.51429,0.62193,0.62536,0.53998,0.38609,0.35748,0.43352,0.31376,0.42006,0.1469,0.44292,0.39988,0.41029,0.28245,0.28187,0.46347,0.35169,0.59904,0.70912,0.30345,0.41821,0.60926
0.87,0.87804,0.79233,0.36757,0.46404,0.5199,0.8618,0.31271,0.37619,0.59305,0.65097,0.28053,0.25863,0.58839,0.44226,0.61183,0.40973,0.31228,0.38931,0.23209,0.24598,0.40432,0.29874,0.48866,0.61327,0.61103,0.50871,0.37219,0.35383,0.41214,0.31669,0.41291,0.14578,0.43799,0.37604,0.41048,0.2757,0.27967,0.47257,0.34327,0.5904,0.67722,0.30578,0.38836,0.59088
0.88,0.86362,0.78891,0.37287,0.47358,0.53045,0.85749,0.31504,0.38075,0.59757,0.65311,0.27152,0.25239,0.58196,0.42647,0.60432,0.39092,0.3132,0.39268,0.21667,0.23889,0.41685,0.30424,0.4527,0.60761,0.59608,0.47273,0.35817,0.35033,0.39184,0.32469,0.40494,0.14315,0.42822,0.37114,0.41205,0.269,0.27638,0.4791,0.33533,0.5795,0.63582,0.30741,0.38038,0.57287
0.89,0.84229,0.78035,0.37571,0.48405,0.5372,0.85263,0.31684,0.38357,0.59616,0.65031,0.26301,0.24765,0.57159,0.4119,0.59087,0.37335,0.31387,0.39611,0.20118,0.23159,0.43067,0.30771,0.40807,0.6038,0.58004,0.44031,0.34401,0.34693,0.37253,0.33653,0.39533,0.14108,0.41502,0.36211,0.41386,0.26238,0.27233,0.48878,0.32882,0.56593,0.58708,0.31909,0.37275,0.55526
0.9,0.82707,0.76759,0.3765,0.49462,0.5403,0.84602,0.3178,0.38471,0.58666,0.652,0.25498,0.24307,0.557,0.39785,0.57262,0.35689,0.31417,0.39951,0.1868,0.2272,0.44674,0.30855,0.36905,0.60037,0.5627,0.41603,0.3296,0.34382,0.35461,0.35062,0.38342,0.14676,0.39843,0.35911,0.41518,0.25583,0.26724,0.4932,0.32448,0.54995,0.53846,0.34077,0.37056,0.53806
0.91,0.82644,0.7516,0.37559,0.50458,0.53999,0.83787,0.31788,0.38222,0.57125,0.65953,0.24736,0.23775,0.53814,0.38434,0.55126,0.34129,0.31415,0.4028,0.17441,0.22059,0.46139,0.3062,0.34246,0.59553,0.54407,0.39272,0.3149,0.341,0.339,0.36527,0.36888,0.15233,0.37872,0.37756,0.41749,0.25606,0.26077,0.49244,0.32251,0.53142,0.51407,0.35831,0.36981,0.52131
0.92,0.81604,0.73336,0.37296,0.51335,0.53659,0.8285,0.3168,0.37631,0.54958,0.66223,0.24019,0.23095,0.51581,0.37142,0.52761,0.32622,0.31393,0.40605,0.16464,0.21223,0.47636,0.3002,0.32246,0.58779,0.52405,0.37078,0.29984,0.33851,0.32609,0.3789,0.35186,0.16118,0.389,0.3982,0.42018,0.26504,0.25263,0.48679,0.32224,0.51079,0.49668,0.37124,0.36911,0.50507
0.93,0.79976,0.7139,0.36913,0.52052,0.53046,0.81871,0.31477,0.36692,0.5257,0.65934,0.23346,0.22228,0.49015,0.35939,0.50237,0.31147,0.31347,0.40902,0.1577,0.20276,0.48833,0.30004,0.30521,0.57606,0.50274,0.35032,0.28441,0.33645,0.31671,0.39025,0.33306,0.17031,0.39921,0.41609,0.42243,0.27382,0.24299,0.47653,0.32294,0.49778,0.50154,0.3794,0.36837,0.48929
0.94,0.7787,0.69417,0.36387,0.52595,0.52195,0.80782,0.31125,0.36737,0.51732,0.65108,0.23105,0.2119,0.46162,0.34824,0.47739,0.29698,0.31268,0.41177,0.15347,0.1927,0.49773,0.30553,0.28507,0.56002,0.48024,0.33268,0.26868,0.3347,0.30953,0.40041,0.31392,0.17919,0.40186,0.42776,0.42486,0.28261,0.23251,0.46385,0.32345,0.48632,0.50823,0.3828,0.3675,0.47396
0.95,0.75576,0.67494,0.35765,0.53004,0.51138,0.79591,0.31347,0.37886,0.50463,0.63698,0.23399,0.2001,0.43139,0.33777,0.45263,0.28286,0.31152,0.41421,0.15157,0.18265,0.50478,0.30982,0.26358,0.53987,0.45685,0.32636,0.25887,0.33342,0.30392,0.40903,0.29599,0.18756,0.396,0.43229,0.4285,0.28996,0.22229,0.45366,0.3228,0.47345,0.51358,0.38163,0.36642,0.45906
0.96,0.73304,0.65804,0.35036,0.53221,0.49911,0.783,0.32707,0.3849,0.48422,0.6253,0.23678,0.19423,0.40074,0.32802,0.42972,0.26967,0.30995,0.41626,0.15132,0.17313,0.50774,0.31257,0.24276,0.51636,0.43255,0.32143,0.25409,0.33243,0.29909,0.41708,0.28103,0.19513,0.38299,0.42994,0.43152,0.2967,0.21342,0.44211,0.32018,0.45982,0.51711,0.37622,0.36501,0.44456
0.97,0.71111,0.6426,0.34218,0.53335,0.48559,0.76989,0.3415,0.3851,0.45656,0.62989,0.23935,0.20211,0.37048,0.31898,0.40892,0.25755,0.30793,0.41788,0.15194,0.16472,0.50815,0.31524,0.23272,0.49054,0.42855,0.31691,0.24882,0.33183,0.29428,0.42242,0.27047,0.2017,0.37722,0.42269,0.43375,0.30275,0.20674,0.42964,0.31513,0.44674,0.51864,0.36702,0.36323,0.43045
0.98,0.69063,0.6301,0.33345,0.53272,0.47094,0.75617,0.3565,0.38048,0.42211,0.63431,0.24156,0.21089,0.34197,0.31064,0.39088,0.24732,0.30546,0.41903,0.15275,0.15925,0.50548,0.31761,0.23314,0.4636,0.45438,0.31231,0.24364,0.33145,0.28907,0.42688,0.26497,0.20709,0.37924,0.413,0.43712,0.3065,0.20255,0.41661,0.30755,0.43485,0.51918,0.35476,0.36107,0.41684
0.99,0.67508,0.61951,0.32387,0.53054,0.45544,0.74174,0.37134,0.39389,0.38332,0.63635,0.24346,0.22009,0.32827,0.30305,0.37615,0.24703,0.3025,0.41954,0.15326,0.15525,0.49908,0.31965,0.23122,0.43676,0.47689,0.30758,0.24129,0.33135,0.28401,0.4279,0.2644,0.21132,0.38102,0.4099,0.43971,0.31283,0.20046,0.40318,0.29776,0.42454,0.51781,0.33982,0.35851,0.4193
1,0.66336,0.61138,0.31428,0.52687,0.45196,0.72674,0.38598,0.40702,0.34332,0.63118,0.245,0.22931,0.31567,0.29689,0.3651,0.24925,0.29905,0.4193,0.15314,0.15185,0.49143,0.32121,0.22709,0.41904,0.49609,0.3029,0.23489,0.33138,0.27764,0.42575,0.26786,0.21451,0.38359,0.40284,0.44086,0.31807,0.19962,0.38937,0.2861,0.41597,0.51514,0.32271,0.3555,0.42519
1.01,0.65275,0.60513,0.30433,0.52157,0.44709,0.71189,0.39998,0.41982,0.30483,0.6188,0.24615,0.23834,0.30514,0.29125,0.35796,0.25195,0.29515,0.41821,0.15224,0.14902,0.48064,0.32195,0.22098,0.41084,0.51181,0.29863,0.2309,0.3316,0.2699,0.42343,0.27399,0.21694,0.38744,0.39182,0.44187,0.32171,0.19907,0.37505,0.27308,0.40888,0.51118,0.30406,0.35201,0.42853
1.02,0.64305,0.60012,0.29421,0.51483,0.44057,0.69683,0.41335,0.43208,0.27682,0.59947,0.2469,0.24686,0.29733,0.28456,0.35487,0.25495,0.29083,0.41602,0.15066,0.14674,0.46947,0.32244,0.21329,0.40037,0.52412,0.29521,0.22406,0.33186,0.26168,0.41889,0.28135,0.21899,0.39283,0.37821,0.44228,0.32528,0.198,0.36007,0.25933,0.40298,0.50589,0.28447,0.34805,0.42943
1.03,0.63392,0.59686,0.28441,0.50684,0.43336,0.68159,0.42558,0.44382,0.26164,0.57676,0.24723,0.25482,0.29248,0.27766,0.35521,0.2581,0.28613,0.41267,0.14849,0.14502,0.45749,0.32148,0.20445,0.38911,0.5331,0.29296,0.21491,0.33215,0.25293,0.41281,0.28877,0.22101,0.39977,0.36355,0.44068,0.32685,0.19577,0.34437,0.24825,0.39798,0.4997,0.26531,0.34361,0.42798
1.04,0.62473,0.5941,0.27493,0.49784,0.42456,0.66633,0.43684,0.45522,0.262,0.55317,0.24714,0.26204,0.29045,0.27175,0.35851,0.2615,0.2811,0.4144,0.14598,0.14373,0.44505,0.31978,0.19481,0.37837,0.53897,0.29207,0.20407,0.33248,0.24316,0.40591,0.29567,0.2233,0.40765,0.34943,0.43841,0.32843,0.19213,0.32782,0.25032,0.39435,0.49234,0.25853,0.33869,0.42433
1.05,0.61539,0.59202,0.26578,0.48831,0.41464,0.65117,0.44708,0.46606,0.26559,0.53078,0.24662,0.26841,0.29083,0.26606,0.36414,0.26557,0.27579,0.41648,0.14371,0.14277,0.43429,0.31724,0.18931,0.36922,0.5418,0.29262,0.19553,0.33278,0.23255,0.39968,0.30189,0.22615,0.41657,0.33712,0.43543,0.32833,0.18705,0.31054,0.24992,0.39358,0.48438,0.2508,0.33336,0.41863
1.06,0.60669,0.59032,0.25711,0.47815,0.40385,0.6362,0.45614,0.47635,0.26717,0.51042,0.24567,0.27389,0.29308,0.26021,0.37143,0.27058,0.27024,0.42123,0.1421,0.14205,0.4251,0.31434,0.19259,0.3623,0.54221,0.29451,0.18808,0.33303,0.22177,0.39431,0.30764,0.22976,0.42625,0.32811,0.43029,0.32827,0.18063,0.29265,0.24733,0.39198,0.47545,0.24221,0.32761,0.41105
1.07,0.59806,0.58861,0.249,0.46749,0.39173,0.62149,0.46407,0.48606,0.26583,0.49207,0.24433,0.27842,0.29624,0.25405,0.37968,0.27701,0.2645,0.4254,0.1405,0.14155,0.41767,0.31048,0.20098,0.35786,0.54047,0.29763,0.18063,0.33326,0.21092,0.38925,0.31334,0.23422,0.44169,0.32161,0.42526,0.32676,0.173,0.28923,0.24274,0.38911,0.46622,0.24788,0.32144,0.40179
1.08,0.58989,0.58721,0.2415,0.4564,0.37924,0.60701,0.4709,0.49516,0.26144,0.47615,0.24262,0.282,0.29948,0.24749,0.38824,0.28531,0.2586,0.42904,0.13936,0.14114,0.41248,0.3073,0.20822,0.35637,0.53704,0.30171,0.17316,0.33616,0.19962,0.38452,0.31946,0.2395,0.45606,0.31755,0.4188,0.32546,0.16423,0.28539,0.23645,0.38484,0.45615,0.25375,0.31487,0.39103
1.09,0.58289,0.58544,0.23464,0.44521,0.36572,0.5928,0.47666,0.50629,0.25441,0.46222,0.24057,0.28455,0.30203,0.24077,0.39651,0.2953,0.25259,0.4323,0.14027,0.14054,0.40983,0.30348,0.21392,0.36871,0.53238,0.30647,0.16681,0.33779,0.18807,0.37988,0.32637,0.24542,0.46805,0.31367,0.41185,0.3229,0.15438,0.28108,0.22887,0.37928,0.4462,0.25676,0.30792,0.37896
1.1,0.57656,0.58389,0.22844,0.43401,0.35159,0.57887,0.48139,0.51606,0.24534,0.44829,0.23823,0.28609,0.30322,0.23364,0.40426,0.30692,0.24652,0.4352,0.14112,0.13944,0.40981,0.29923,0.21777,0.38326,0.52688,0.31156,0.16424,0.33776,0.17651,0.37493,0.33424,0.25168,0.47581,0.32659,0.40437,0.32067,0.14361,0.27643,0.22044,0.37258,0.43579,0.25651,0.3007,0.36579
1.11,0.57183,0.58186,0.22277,0.42256,0.337,0.56527,0.48523,0.52119,0.23514,0.43179,0.23566,0.28661,0.30255,0.23052,0.41132,0.31986,0.24042,0.43778,0.14176,0.13768,0.41238,0.2959,0.22409,0.3993,0.5209,0.31654,0.1617,0.33608,0.16522,0.37027,0.3431,0.258,0.47769,0.341,0.39683,0.31743,0.13576,0.27148,0.21181,0.36485,0.43151,0.25303,0.29323,0.3517
1.12,0.56797,0.57983,0.21758,0.4111,0.32171,0.55207,0.48837,0.52554,0.23563,0.41174,0.23288,0.28616,0.29974,0.23083,0.41713,0.33353,0.23432,0.4401,0.14202,0.13524,0.41733,0.29248,0.23023,0.41609,0.51951,0.321,0.15919,0.33478,0.1545,0.36472,0.35262,0.26405,0.47307,0.3531,0.39537,0.31445,0.13082,0.2663,0.20593,0.3561,0.4516,0.24655,0.29149,0.33687
1.13,0.56535,0.57737,0.21281,0.39982,0.30636,0.54313,0.49055,0.53147,0.23965,0.38937,0.22996,0.28476,0.29456,0.23267,0.4223,0.34748,0.22825,0.44222,0.14174,0.1321,0.42454,0.28913,0.23459,0.43303,0.51906,0.32441,0.15669,0.33587,0.14762,0.35752,0.36251,0.26954,0.46091,0.36197,0.39459,0.31086,0.1243,0.26092,0.20157,0.34635,0.4692,0.23783,0.29033,0.32935
1.14,0.56349,0.57455,0.20839,0.38842,0.29481,0.53356,0.49788,0.53667,0.24249,0.37413,0.22698,0.28249,0.28703,0.23575,0.42612,0.36118,0.22223,0.44421,0.14086,0.13251,0.43393,0.28597,0.23714,0.44952,0.52939,0.32629,0.15422,0.34196,0.14255,0.34844,0.37229,0.27422,0.44237,0.3666,0.39277,0.30719,0.11825,0.25539,0.19786,0.33575,0.48423,0.22755,0.28903,0.32413
1.15,0.56196,0.57145,0.20427,0.37729,0.28745,0.52397,0.50205,0.54329,0.24441,0.36355,0.22393,0.2796,0.27745,0.2397,0.42925,0.37435,0.2163,0.44602,0.13924,0.13465,0.44449,0.28385,0.23795,0.46504,0.55773,0.32626,0.15182,0.34535,0.1362,0.33821,0.38152,0.27791,0.41885,0.36697,0.39071,0.30349,0.12348,0.24972,0.1951,0.32466,0.49672,0.2166,0.28747,0.32334
1.16,0.56088,0.56762,0.2004,0.3663,0.27989,0.51361,0.50238,0.54952,0.24542,0.36624,0.22085,0.28817,0.26608,0.24406,0.4313,0.38636,0.21049,0.44767,0.13697,0.13583,0.45553,0.28201,0.23711,0.47911,0.59223,0.32392,0.14944,0.34609,0.12865,0.32685,0.38983,0.28049,0.3923,0.36314,0.38759,0.29921,0.12783,0.24388,0.19312,0.31357,0.50676,0.20581,0.28578,0.32169
1.17,0.55933,0.56353,0.1988,0.35547,0.27258,0.50335,0.4989,0.55476,0.2457,0.39176,0.21776,0.2946,0.2546,0.24838,0.4325,0.39666,0.20482,0.44922,0.13845,0.13738,0.46635,0.28026,0.23481,0.49137,0.62295,0.33185,0.14707,0.34437,0.12367,0.31406,0.39695,0.28187,0.36436,0.35612,0.38468,0.29553,0.13128,0.23785,0.19148,0.30315,0.51466,0.1998,0.28388,0.31881
1.18,0.55701,0.55875,0.19765,0.34506,0.26508,0.49254,0.49163,0.55896,0.24553,0.41356,0.21473,0.29899,0.2455,0.2522,0.43307,0.40518,0.19931,0.45063,0.14161,0.13945,0.47792,0.2785,0.23122,0.50151,0.64914,0.34112,0.14469,0.34028,0.12298,0.30057,0.40267,0.28206,0.33709,0.34715,0.38138,0.29111,0.13372,0.23162,0.18947,0.29384,0.52079,0.19624,0.28188,0.31472
1.19,0.55395,0.55316,0.1965,0.33487,0.25881,0.48149,0.48123,0.56211,0.24514,0.43069,0.2225,0.30254,0.23587,0.25557,0.43427,0.41137,0.19398,0.45186,0.14408,0.14377,0.48844,0.27705,0.22657,0.50934,0.67061,0.34701,0.14233,0.33805,0.12355,0.28725,0.40689,0.28114,0.34369,0.33756,0.3775,0.2872,0.13518,0.2252,0.19012,0.28607,0.52588,0.19297,0.27971,0.30943
