Period (s),101h1,101h2,102h1,102h2,103h1,103h2,104h1,104h2,105h1,105h2,201h1,201h2,202h1,202h2,203h1,203h2,204h1,204h2,205h1,205h2,301h1,301h2,302h1,302h2,303h1,303h2,304h1,304h2,305h1,305h2,401h1,401h2,402h1,402h2,403h1,403h2,404h1,404h2,405h1,405h2,501h1,501h2,502h1,502h2,503h1,503h2,504h1,504h2,505h1,505h2,601h1,601h2,602h1,602h2,603h1,603h2,604h1,604h2,605h1,605h2,701h1,701h2,702h1,702h2,703h1,703h2,704h1,704h2,705h1,705h2,801h1,801h2,802h1,802h2,803h1,803h2,804h1,804h2,805h1,805h2
1.9,0.06140728,0.03134426,0.00762758,0.00674325,0.03338389,0.05205745,0.0306007,0.03530105,0.01728867,0.01222256,0.1432798,0.1721163,0.1573211,0.1127033,0.0556491,0.1192739,0.01817396,0.05185707,0.05623116,0.06863026,0.09002984,0.1207423,0.07818619,0.1209877,0.05549227,0.08373541,0.07879629,0.08698388,0.06702138,0.07124083,0.0576758,0.06970846,0.08799945,0.05960231,0.01429329,0.01045266,0.00753356,0.01048823,0.01765908,0.02668785,0.00489293,0.00666655,0.01025054,0.00567812,0.00274502,0.00413981,0.00906641,0.01188878,0.0572974,0.04875236,0.05948422,0.05328168,0.03791353,0.01516459,0.00623348,0.00770715,0.04723691,0.01485565,0.01382966,0.02891726,0.01186061,0.01722844,0.03903536,0.05613796,0.05331258,0.1037196,0.01429984,0.02651521,0.02208343,0.02704079,0.00241537,0.00229319,0.00303103,0.00137581,0.02214833,0.02779645,0.03785371,0.0441708,0.1212725,0.09582066
2,0.04408104,0.02868245,0.00632292,0.00697028,0.02777658,0.04271235,0.0303902,0.03817019,0.01673381,0.01119722,0.1083584,0.1457585,0.1405854,0.0969127,0.05262524,0.0926932,0.02089234,0.04076142,0.05027954,0.06304414,0.09098575,0.1407849,0.09067053,0.09240882,0.05267005,0.06734376,0.07650772,0.07910387,0.05887333,0.06324715,0.05428221,0.06425139,0.07847628,0.05375952,0.01302106,0.0096787,0.00702744,0.0089647,0.01733058,0.02699221,0.00525367,0.00590832,0.00793823,0.00456628,0.00315076,0.00337703,0.01094186,0.01265617,0.05258335,0.03793475,0.04774079,0.04677501,0.03529795,0.01478135,0.0057331,0.00675143,0.04473999,0.01414487,0.01007669,0.02605185,0.01202779,0.01646316,0.03833459,0.05577035,0.05417415,0.101854,0.01220715,0.02239534,0.02213795,0.02068112,0.00212275,0.00205594,0.0025327,0.00151353,0.01873598,0.0261858,0.03402202,0.03865754,0.1069721,0.0866733
2.2,0.03060471,0.03523955,0.00470091,0.0058709,0.02758014,0.04285055,0.02898919,0.03224551,0.01374352,0.01000371,0.08769026,0.09615098,0.111097,0.08698577,0.0417705,0.06188211,0.02610576,0.02759074,0.04519969,0.06383531,0.1041454,0.1516842,0.09879021,0.06653061,0.04256519,0.05712149,0.06605822,0.05881127,0.0446441,0.04694119,0.04685732,0.05961443,0.0496208,0.05387819,0.00991312,0.00608108,0.00559599,0.00826463,0.01063318,0.01896123,0.00568513,0.00578108,0.00690375,0.00494807,0.00324216,0.00332109,0.00905456,0.00927866,0.03060986,0.03854974,0.03728737,0.03768905,0.02730062,0.01307929,0.00458705,0.00497341,0.03985751,0.01002624,0.01127557,0.01745972,0.0130949,0.01467507,0.05285812,0.05416249,0.06807993,0.09802274,0.0101601,0.02137843,0.01761766,0.01602223,0.00223843,0.00150864,0.00190564,0.00128911,0.02501178,0.02306793,0.03311516,0.02825841,0.08267234,0.07062899
2.4,0.02461415,0.03286995,0.00390738,0.00507398,0.02776487,0.03689053,0.02636322,0.02164794,0.01306868,0.0088084,0.07670712,0.0830021,0.08657468,0.07709814,0.0314856,0.04947546,0.02375942,0.02599321,0.04807838,0.0627431,0.1028616,0.1278226,0.08036524,0.08134411,0.04215964,0.04873237,0.06397386,0.0545052,0.0477513,0.04486803,0.03906142,0.05157954,0.03972285,0.03857264,0.00676595,0.00434706,0.00553407,0.00653813,0.00857345,0.01700834,0.00579259,0.00376537,0.00601904,0.00488197,0.00248204,0.00271646,0.00878399,0.00980243,0.02402252,0.03528868,0.02872373,0.0296318,0.02367844,0.01027881,0.00362849,0.00371988,0.03525264,0.00708376,0.00870671,0.01258336,0.00944818,0.01241527,0.05601428,0.06372789,0.06964949,0.08627969,0.0088816,0.02034824,0.01408137,0.01391531,0.00226659,0.00150434,0.00141211,0.00122304,0.0300827,0.01750171,0.03232643,0.02392172,0.06488084,0.05754109
2.5,0.02652747,0.02885507,0.00359093,0.00414779,0.02122376,0.02765344,0.02307799,0.01930441,0.01410057,0.00928512,0.0709625,0.07641311,0.08604112,0.06992275,0.0301695,0.04480449,0.02103765,0.02485182,0.05771603,0.06021394,0.1097259,0.0996542,0.07458121,0.07924943,0.04615548,0.04372007,0.07073625,0.05997265,0.03971526,0.04490266,0.03524658,0.04709035,0.03978765,0.03530024,0.0053269,0.00414645,0.00554986,0.00731413,0.00731224,0.01741636,0.00535286,0.00380677,0.00613295,0.00484362,0.00284728,0.00250799,0.00849549,0.00919212,0.02771088,0.03308934,0.02513591,0.02604092,0.02205237,0.00905701,0.00328803,0.00342248,0.033093,0.00804011,0.00848403,0.01044305,0.00896828,0.01076568,0.05503638,0.05410961,0.07033334,0.08283117,0.00840437,0.01901332,0.01379674,0.0139848,0.00246256,0.00180005,0.00135656,0.00129554,0.03482281,0.01655368,0.03083711,0.02204648,0.05949336,0.05200984
2.6,0.02634029,0.02418444,0.00332771,0.00340786,0.01782788,0.02211475,0.02105213,0.01789323,0.01515596,0.00922342,0.06896748,0.06997515,0.0875673,0.06197989,0.02909773,0.03803441,0.02083399,0.02182,0.06746718,0.06720404,0.112342,0.09210724,0.06542899,0.06281123,0.04948638,0.03716808,0.07525142,0.05841412,0.0308521,0.03821328,0.03442889,0.04269304,0.03880973,0.03410534,0.00451901,0.00376626,0.00534477,0.00782387,0.00597016,0.01588941,0.00468365,0.00408864,0.00654424,0.00482084,0.0031228,0.00261019,0.0068729,0.00815894,0.031528,0.03004773,0.02199817,0.02319607,0.02039312,0.00787148,0.00302636,0.00330054,0.0310435,0.00804392,0.00790459,0.00850794,0.00880584,0.01036371,0.04674105,0.03991917,0.06902304,0.07754695,0.0078749,0.01776494,0.01303985,0.01375908,0.00259082,0.00203483,0.00154618,0.00119572,0.03774652,0.01540018,0.02935929,0.02024602,0.05776753,0.0470755
2.8,0.01763338,0.0235906,0.00298116,0.00311626,0.01459467,0.01997381,0.01933641,0.01376245,0.0177091,0.0092351,0.0780023,0.0591527,0.08561461,0.05571551,0.02310798,0.02309804,0.01722534,0.01749906,0.0777716,0.07717161,0.1061362,0.0859262,0.05287433,0.03793607,0.03828159,0.02925591,0.05473046,0.04675175,0.02983972,0.03242955,0.03273402,0.03474165,0.02803552,0.02940313,0.00409317,0.00319068,0.00458946,0.00760437,0.00460324,0.01062565,0.00337755,0.00392726,0.00778052,0.00574452,0.0026504,0.00283121,0.00515525,0.00480116,0.02843232,0.02155904,0.01694291,0.01817074,0.01716821,0.00576496,0.0026568,0.00268831,0.0272714,0.00594423,0.00603702,0.00674145,0.00770712,0.00804726,0.03700081,0.02840083,0.06184313,0.06458908,0.00691202,0.01577302,0.01111594,0.01070218,0.00308424,0.00249706,0.00173665,0.00126393,0.03271441,0.01708538,0.02639308,0.01752362,0.05109859,0.03877991
3,0.02243027,0.02092431,0.00218534,0.00309212,0.00989658,0.01654948,0.01729949,0.01381753,0.01348047,0.00799479,0.07386129,0.06457774,0.08280917,0.04847857,0.01925706,0.0202104,0.01528509,0.01854315,0.07550681,0.07070862,0.08647637,0.07642206,0.06780349,0.0363708,0.0291743,0.02752272,0.04095582,0.04822376,0.02628302,0.02833075,0.03185291,0.0312354,0.02740638,0.0233162,0.00388233,0.00296267,0.00384193,0.00601911,0.00398191,0.00658841,0.00331995,0.00259928,0.00753184,0.00727047,0.00237115,0.00249126,0.00559824,0.00391389,0.02149522,0.01818903,0.01322574,0.01595804,0.01423973,0.00459611,0.00238177,0.00223656,0.02594794,0.00612958,0.00417903,0.00531071,0.00708738,0.00659507,0.03784034,0.02821827,0.05296643,0.05612866,0.00546885,0.01403912,0.00926315,0.008707,0.00293697,0.00220349,0.00193319,0.00148834,0.0226291,0.02195757,0.02359775,0.01532694,0.04200014,0.03223775
3.2,0.02370698,0.01900166,0.00191512,0.00312041,0.00859135,0.01311841,0.01428296,0.01342994,0.0085499,0.00704615,0.07540052,0.06225521,0.08233264,0.041614,0.01719911,0.01908744,0.01429442,0.01624998,0.07454204,0.06417928,0.06917211,0.08369705,0.06998979,0.03835092,0.02578921,0.03179143,0.03783331,0.05274407,0.0294181,0.0297535,0.02897368,0.02691985,0.0254675,0.01789196,0.00377697,0.00240993,0.00331814,0.00637644,0.00303335,0.00584951,0.00311335,0.0019705,0.00786012,0.00704638,0.00250925,0.00224183,0.00607646,0.00451151,0.01731573,0.01884176,0.01051844,0.01398443,0.01170209,0.0039788,0.00213309,0.00180358,0.02458076,0.00736337,0.003298,0.00479718,0.00636542,0.00627257,0.03665564,0.02997059,0.04267793,0.0455868,0.00493552,0.01107412,0.00887965,0.00738442,0.00220767,0.00200587,0.00146989,0.0011415,0.02117448,0.01788206,0.02178552,0.01369501,0.03606366,0.02708817
3.4,0.02223039,0.01506927,0.00166396,0.0023166,0.00837597,0.0101108,0.01125967,0.01253054,0.00697842,0.00658908,0.07187872,0.05349066,0.0771166,0.03584793,0.01793138,0.01913625,0.01462299,0.01515799,0.06099981,0.05790192,0.0589194,0.07581246,0.07136559,0.04233821,0.02725452,0.03948276,0.03522616,0.04874944,0.02918794,0.03399157,0.03088779,0.02543116,0.0187906,0.01431778,0.00377006,0.00226482,0.00303022,0.0073014,0.00255345,0.00554072,0.00330463,0.00199559,0.00858831,0.00750337,0.00261621,0.00286164,0.00455968,0.00482686,0.01323512,0.01902517,0.00945873,0.01225132,0.00956776,0.00356275,0.00189362,0.0014376,0.02092744,0.00891287,0.00254224,0.0044808,0.00536843,0.00552998,0.03203487,0.03079925,0.03453572,0.03673234,0.00579243,0.00826313,0.00931835,0.00611772,0.00161942,0.00150429,0.00158397,0.00088844,0.01982418,0.01185334,0.01969003,0.01266671,0.03234441,0.02302545
3.5,0.0208751,0.01259334,0.00148883,0.00191755,0.00802642,0.00890816,0.01043647,0.01181127,0.00679352,0.00644117,0.06831483,0.05050747,0.07330558,0.03341831,0.01936583,0.02066322,0.01490315,0.01470018,0.05442251,0.05439895,0.05481725,0.06962951,0.07154027,0.04293887,0.027695,0.04139551,0.0331688,0.04802728,0.02860193,0.03726438,0.03087877,0.02455515,0.01739136,0.01257581,0.00353963,0.00203728,0.00260213,0.00756395,0.0024613,0.00508205,0.0030003,0.00207405,0.00835693,0.0071855,0.00226486,0.00301449,0.00421497,0.00503959,0.0120356,0.01979318,0.00889287,0.01147318,0.0086439,0.00344473,0.00177811,0.00128516,0.02004665,0.0086345,0.00230077,0.00429095,0.00594117,0.00539971,0.02778782,0.03193023,0.03078388,0.03350197,0.00548818,0.00771872,0.00938508,0.00584281,0.00148054,0.00141883,0.00167819,0.00081539,0.01880979,0.01151385,0.01919353,0.01265352,0.03065079,0.02132359
3.6,0.02047271,0.01047195,0.00160071,0.0017244,0.00747164,0.00786092,0.00960677,0.01089056,0.00641639,0.00600123,0.06394718,0.04839082,0.06998105,0.03126251,0.01971721,0.02203615,0.01550106,0.01543261,0.05158977,0.05050573,0.05317259,0.06462392,0.06852419,0.04399693,0.02797853,0.04112316,0.03121338,0.04595742,0.02963011,0.03924309,0.0283848,0.02342564,0.01683623,0.01142581,0.00317613,0.00183577,0.00244964,0.00751735,0.00238647,0.00452646,0.00268258,0.00207371,0.00785167,0.00688501,0.00208156,0.0029682,0.00450058,0.0052901,0.01184781,0.02084173,0.00832355,0.01074887,0.00780932,0.00331477,0.0016668,0.00118045,0.01889892,0.00773501,0.00217923,0.00408464,0.00612437,0.00526128,0.02453599,0.03163534,0.02728592,0.03029952,0.00519578,0.00719107,0.00922148,0.00565318,0.00149803,0.00127682,0.00180641,0.00067398,0.0175939,0.01221264,0.01843712,0.01220911,0.02906618,0.01980571
3.8,0.02187828,0.00787231,0.00176074,0.00156845,0.00616321,0.0061856,0.00793897,0.01096666,0.00569588,0.00628518,0.05381616,0.04544682,0.06249822,0.02764888,0.02243107,0.02352723,0.01746454,0.01527893,0.04431295,0.04193825,0.05311507,0.05707598,0.05723787,0.03770438,0.02907404,0.03812206,0.03144633,0.03897902,0.02924029,0.0403652,0.02347768,0.02071514,0.01560857,0.00933832,0.0027467,0.00164119,0.00260221,0.00689042,0.00216708,0.00400796,0.0025967,0.00180882,0.00668188,0.006312,0.00231699,0.00299056,0.00445877,0.00545224,0.01073966,0.02215339,0.0074894,0.00945059,0.00661083,0.00303519,0.00146054,0.00098888,0.01646262,0.00602221,0.00192117,0.00364695,0.00484226,0.00476107,0.01692614,0.02759412,0.02344804,0.02504571,0.00449379,0.0062163,0.00821329,0.00547787,0.00149041,0.00094853,0.00182192,0.00069753,0.01754928,0.01203018,0.01795003,0.01046139,0.0261791,0.01723091
4,0.02006246,0.00624555,0.00148351,0.00150718,0.00553093,0.0048802,0.00634355,0.01112535,0.0062833,0.00655296,0.04330777,0.03820027,0.05381225,0.02474081,0.02391827,0.02269409,0.01880168,0.01673625,0.03629077,0.03315034,0.04802041,0.06102384,0.0520626,0.03194891,0.02625352,0.04113212,0.02800169,0.04166722,0.02913402,0.03291485,0.02023612,0.0179417,0.01309953,0.00767464,0.00267446,0.00143469,0.00253499,0.00664596,0.00191289,0.00333673,0.00293625,0.00163036,0.00600059,0.00623287,0.00253768,0.00295091,0.0038513,0.00529633,0.01066726,0.02118764,0.00706137,0.0083326,0.00587843,0.00274988,0.00127996,0.00080704,0.01444278,0.00492956,0.0016997,0.00320642,0.00395409,0.00474822,0.0130791,0.02215691,0.02032672,0.02285996,0.00418535,0.00541027,0.00665797,0.00559014,0.00142571,0.00067993,0.00181156,0.00075737,0.01957057,0.01073701,0.01689637,0.00871909,0.02364372,0.01568758
4.2,0.01838213,0.00509111,0.00112129,0.0012606,0.00464286,0.00456747,0.0053542,0.01038243,0.00650084,0.00644302,0.03416824,0.02937653,0.04839705,0.02230748,0.02356154,0.02074294,0.01872869,0.01641938,0.02928346,0.02652906,0.04975901,0.06493039,0.05513732,0.0286685,0.02845008,0.04935487,0.02148306,0.05231026,0.02643859,0.02648712,0.01829292,0.01580032,0.01129649,0.00694251,0.00226698,0.00130217,0.00210268,0.00631003,0.00176024,0.00275156,0.00381747,0.0015169,0.00539476,0.00679129,0.00252465,0.00270544,0.00381606,0.00517858,0.01010658,0.01882429,0.00663704,0.00737313,0.00524676,0.00247547,0.00112606,0.00071295,0.012841,0.00483538,0.00160539,0.00279181,0.00417653,0.00430583,0.01092084,0.01719982,0.01739348,0.02047128,0.0039115,0.00478475,0.0053475,0.00562581,0.00130215,0.00059246,0.00180499,0.00081182,0.01562846,0.01000896,0.01541278,0.00789316,0.02140976,0.01403986
4.4,0.01551187,0.00470123,0.00099249,0.00143553,0.00365608,0.00462563,0.00465913,0.00855438,0.0062992,0.00604216,0.03036503,0.0254359,0.04349614,0.0201855,0.01993753,0.01860907,0.01758799,0.01527887,0.02404786,0.02296868,0.05514265,0.05469476,0.05399717,0.02204321,0.02444041,0.05362531,0.01734176,0.05619407,0.02256678,0.02464548,0.01650617,0.01407955,0.00945231,0.00622252,0.00187319,0.00123015,0.00162223,0.00565076,0.00164329,0.00237658,0.00380454,0.00190572,0.00516977,0.00618814,0.00204808,0.00255061,0.00398149,0.00491843,0.00924164,0.01622506,0.00621977,0.00654679,0.00470028,0.0022198,0.00099713,0.00063235,0.01173652,0.00454935,0.00167485,0.00253223,0.00429789,0.00352702,0.00878959,0.01349836,0.01548334,0.01812459,0.00326135,0.00431363,0.00488744,0.00558875,0.0011279,0.00052119,0.00158624,0.0008552,0.01084874,0.00858864,0.01367313,0.00692122,0.01944592,0.01235071
4.6,0.01204966,0.00450881,0.00094604,0.00144215,0.00303253,0.00448836,0.00401005,0.00669165,0.00619165,0.00548153,0.02664016,0.02157668,0.03905866,0.01827403,0.01575627,0.01800761,0.01528827,0.01426922,0.02211995,0.02018861,0.05668334,0.04464905,0.04880363,0.02026591,0.02446365,0.04997575,0.01681395,0.05200087,0.01849804,0.02124893,0.01488504,0.01454978,0.00782383,0.00568087,0.00163811,0.00114049,0.00161736,0.00491281,0.00150477,0.00206874,0.00316981,0.00205233,0.00516333,0.00479368,0.00194083,0.00264734,0.00451639,0.00430909,0.009669,0.0140442,0.00581482,0.00583401,0.00422602,0.00198749,0.00089017,0.0005621,0.01059427,0.00485534,0.00169837,0.00230897,0.00393254,0.00333459,0.00712505,0.01071714,0.0141931,0.01595816,0.00277879,0.00395865,0.00424946,0.0057013,0.00094772,0.00047515,0.00125128,0.00072985,0.00828459,0.006888,0.01197567,0.00591031,0.01771202,0.01085836
4.8,0.01013771,0.00423032,0.00093042,0.00125512,0.00378162,0.00406949,0.0034323,0.00611507,0.00643487,0.00591092,0.02532538,0.01782359,0.03503022,0.01651488,0.0137568,0.01773315,0.01320158,0.01383193,0.02465878,0.01832198,0.06002618,0.03548893,0.03935438,0.01953457,0.02385005,0.04269033,0.01573858,0.04448929,0.01402677,0.01952559,0.01342808,0.01497086,0.00649654,0.00535857,0.00150444,0.00099792,0.00167651,0.0041826,0.00134597,0.00181914,0.00292226,0.00191732,0.00447328,0.00446021,0.00174005,0.00297489,0.00395898,0.00377791,0.01232519,0.0140655,0.00542688,0.00521781,0.0038131,0.00177972,0.00080172,0.00050203,0.00948029,0.00460112,0.00147357,0.00205691,0.00330238,0.00314447,0.00602624,0.00887486,0.01299197,0.01402961,0.00228114,0.00368365,0.00359314,0.00557041,0.00083687,0.00042798,0.0011064,0.00054607,0.00739795,0.00696521,0.01048046,0.00495597,0.01617933,0.00985721
5,0.00819072,0.00413331,0.0008578,0.00107032,0.00398617,0.00352308,0.00293414,0.00509803,0.00677175,0.00643232,0.02944393,0.01661517,0.0316721,0.01488291,0.01230806,0.016982,0.01224532,0.01330772,0.02543318,0.01655284,0.0557434,0.02886687,0.0294996,0.01689176,0.02041561,0.03504436,0.01300779,0.03797723,0.01109722,0.01899168,0.01212724,0.01473848,0.0054619,0.00497121,0.00136809,0.00082061,0.00152975,0.00354922,0.00118116,0.00161662,0.00339161,0.00172341,0.00482472,0.00434982,0.00158353,0.00268083,0.00402484,0.00316596,0.01365741,0.01415274,0.00505934,0.00468363,0.00345241,0.00159535,0.00072841,0.0004588,0.00843279,0.00407946,0.00141446,0.00180741,0.00335843,0.00272539,0.00569444,0.00776483,0.01188718,0.01252716,0.00182626,0.00346047,0.00301829,0.00530466,0.00071547,0.00037166,0.00095781,0.0004749,0.00647853,0.00558085,0.00942638,0.00423041,0.01482345,0.00899912
5.5,0.0050394,0.00369844,0.00063061,0.00081191,0.00313325,0.00250379,0.00201203,0.00357113,0.0065677,0.00664681,0.03050666,0.01501748,0.02358766,0.01129453,0.01161888,0.01931271,0.01327648,0.01719014,0.02501614,0.01256678,0.04212691,0.0202891,0.01903226,0.01033621,0.0179656,0.02452007,0.00914584,0.02756538,0.01255921,0.01323857,0.00947738,0.01184181,0.00383271,0.0039232,0.00097826,0.00057846,0.000985,0.00214973,0.00093417,0.00123459,0.00292558,0.0010876,0.00357238,0.00483986,0.00154762,0.00219052,0.004566,0.00244186,0.01430121,0.0141913,0.00424003,0.00363084,0.00273209,0.00122532,0.00059291,0.00038456,0.00620453,0.00291669,0.00101633,0.00128733,0.00244048,0.00212739,0.00560505,0.00539775,0.00954869,0.00999614,0.00137803,0.00301223,0.00211199,0.00488613,0.00046364,0.00027578,0.00060894,0.00035603,0.00485627,0.00382637,0.00743205,0.00285691,0.01205332,0.00731335
6,0.00377229,0.00232122,0.00049941,0.00055094,0.00227753,0.00200075,0.00158539,0.00301923,0.00544301,0.00620924,0.02577128,0.01345263,0.01892063,0.00922549,0.01218826,0.02229551,0.01410868,0.01977844,0.02225537,0.0103497,0.02917396,0.01670096,0.01425054,0.00862481,0.02129637,0.01870408,0.00777733,0.02124281,0.01006262,0.0115914,0.00752301,0.00884797,0.00298432,0.00304825,0.00066002,0.00040693,0.00085385,0.00141581,0.00077152,0.00095787,0.0027549,0.00102724,0.00396004,0.00570835,0.0014044,0.00199728,0.00423698,0.00182977,0.01635439,0.01288869,0.00356275,0.00287348,0.00220342,0.0010342,0.00050079,0.00032655,0.00470822,0.00172937,0.00082705,0.00094781,0.00150962,0.0017761,0.00488349,0.00462075,0.00774325,0.00808363,0.00108026,0.0026231,0.00178929,0.00423475,0.00032666,0.00019826,0.00043812,0.00023118,0.00370767,0.00290937,0.00623731,0.00236098,0.00996078,0.0060792
6.5,0.00313321,0.00184058,0.0003849,0.00046538,0.00209599,0.00164106,0.0012663,0.00256594,0.00490443,0.00564933,0.02298014,0.01230688,0.01683809,0.00879965,0.01165258,0.01837791,0.013175,0.01769595,0.01923272,0.00920598,0.01880411,0.01544109,0.0127739,0.01049656,0.02422423,0.01147427,0.0064322,0.01458203,0.01063078,0.0121402,0.00607349,0.00633563,0.00247279,0.00244461,0.000546,0.00032938,0.00068162,0.0010522,0.00060815,0.00075945,0.00282477,0.00097064,0.00418905,0.00503146,0.0014529,0.00136777,0.00375932,0.0020252,0.01262371,0.01292328,0.00301167,0.00231711,0.00180751,0.00086052,0.00043315,0.0002786,0.00384551,0.00118654,0.0006497,0.00076218,0.00126475,0.00112112,0.00361465,0.00342565,0.00635756,0.00664603,0.00094891,0.00226329,0.00166545,0.00348878,0.00026042,0.00014401,0.00034466,0.00015408,0.00277688,0.00220984,0.00515997,0.00204802,0.00835241,0.00514054
7,0.00244543,0.00158467,0.00033005,0.00036785,0.00185243,0.00138573,0.00102454,0.00209099,0.0045273,0.00508184,0.01988045,0.01222385,0.01448409,0.00965457,0.00950209,0.01400444,0.01075767,0.01492211,0.01640291,0.01058316,0.01809831,0.01512977,0.01507616,0.01030497,0.02507577,0.00833277,0.00566773,0.00891979,0.01316477,0.01120001,0.0049861,0.00534782,0.00211158,0.00205234,0.00042917,0.00029032,0.00053528,0.00084294,0.00050398,0.00063554,0.00225786,0.00089529,0.00318073,0.00411673,0.0012389,0.00116238,0.00279053,0.00143385,0.00835843,0.01148097,0.00256524,0.00190009,0.00150537,0.00073908,0.00038018,0.0002387,0.00319048,0.00098561,0.0005243,0.00062495,0.00109248,0.00086178,0.00314397,0.00236894,0.00528855,0.00555727,0.0008291,0.00193841,0.00152894,0.00295795,0.00021981,0.00011239,0.0002752,0.00012388,0.00213382,0.00181552,0.00393043,0.00176581,0.00709495,0.00440617
7.5,0.00187372,0.00121338,0.00030948,0.00029057,0.00171082,0.00118453,0.00084165,0.00165737,0.00443443,0.00465112,0.01703915,0.01313398,0.01308644,0.01005381,0.00693112,0.01123459,0.00819162,0.01225908,0.0140749,0.01189397,0.01692729,0.01415963,0.01526952,0.00787824,0.0246339,0.01009028,0.00463519,0.00815936,0.01419709,0.01126152,0.00415843,0.00442316,0.00182996,0.00178934,0.00033373,0.00025763,0.0004292,0.00067817,0.00046605,0.00054079,0.00183548,0.00091606,0.0026751,0.0032733,0.00091445,0.00114795,0.00195313,0.00112348,0.00762806,0.01123658,0.00220285,0.00158158,0.00129714,0.00064067,0.00033683,0.00020562,0.00268413,0.00082739,0.00044625,0.00053611,0.00082725,0.00076071,0.00317412,0.00196451,0.00445539,0.00472086,0.00067091,0.00165418,0.00133561,0.00243517,0.00018586,8.661e-05,0.00021639,0.00012019,0.00181552,0.00127371,0.00309919,0.0015433,0.00609652,0.00381912
8,0.00167266,0.00092769,0.00028119,0.00022499,0.00142076,0.00101309,0.00070221,0.0013211,0.00408529,0.00414977,0.01451939,0.01352173,0.01201262,0.01000423,0.00551932,0.00979071,0.00684067,0.01023248,0.01189133,0.01330282,0.01672421,0.01222811,0.0149144,0.00707917,0.02380773,0.01023318,0.00348657,0.00733002,0.01347302,0.01218176,0.00351836,0.00359398,0.00159995,0.00159708,0.00026893,0.00023008,0.00038582,0.00056201,0.00042487,0.00046694,0.0015871,0.00089278,0.00215663,0.00275261,0.00089168,0.00096413,0.00168995,0.00109842,0.00744908,0.00993418,0.00190712,0.00133477,0.00113029,0.00056019,0.00030035,0.00017829,0.00256491,0.00070518,0.00039858,0.00047513,0.00057574,0.00061415,0.00290581,0.0017252,0.00379834,0.00406735,0.00059556,0.00141219,0.0011103,0.00203676,0.00015461,7.017e-05,0.00017069,0.00010632,0.00156235,0.00109636,0.00263933,0.00148388,0.00529233,0.00334177
8.5,0.00151544,0.00077867,0.00024819,0.00021195,0.00108054,0.0008664,0.00061462,0.00108578,0.00340955,0.00349171,0.01177237,0.01240033,0.01186022,0.00944882,0.00470251,0.00882656,0.00575168,0.00817406,0.01087239,0.01321348,0.01534321,0.01259213,0.01488851,0.00740348,0.02244634,0.00812706,0.00269156,0.00669879,0.01135916,0.01191252,0.00301538,0.00291647,0.00140832,0.00144252,0.00024141,0.00020886,0.00034758,0.00048213,0.00038088,0.00040814,0.00121774,0.00079925,0.00172702,0.00238158,0.00091712,0.00081276,0.00155542,0.00115807,0.00693584,0.00860841,0.00166407,0.00115764,0.00099038,0.00049364,0.00026914,0.00015572,0.00229932,0.00063334,0.00036677,0.00042184,0.00040733,0.00050137,0.00245928,0.00141322,0.00327348,0.0035478,0.00050815,0.00120976,0.00096198,0.00169434,0.00012785,6.254e-05,0.0001375,9.567e-05,0.0013839,0.00111167,0.0022755,0.00140103,0.00463636,0.00294818
9,0.00137267,0.00073332,0.00021515,0.00018818,0.00082136,0.00074525,0.0005524,0.00092694,0.00304413,0.00279443,0.01058753,0.01097431,0.01145006,0.00819708,0.00410891,0.008662,0.00492977,0.00672987,0.00994514,0.01234938,0.01531784,0.01185189,0.01618049,0.00730896,0.02051328,0.00717252,0.00249149,0.00626285,0.01009511,0.01100694,0.00261401,0.00258834,0.00124711,0.00130942,0.00021179,0.00019092,0.00029562,0.00041818,0.00033733,0.00035992,0.00100051,0.00055598,0.00144433,0.00194777,0.0006626,0.0005483,0.00148941,0.00108472,0.00657467,0.00718874,0.00146275,0.00100818,0.0008728,0.00043809,0.00024218,0.00013702,0.00245862,0.00054961,0.00034186,0.00038035,0.00035823,0.00043786,0.00195706,0.00121408,0.00284904,0.00312778,0.00045223,0.00104205,0.00091521,0.00147986,0.00011599,5.768e-05,0.00011484,8.212e-05,0.00128403,0.00108964,0.0019718,0.00131328,0.00409458,0.00261984
9.5,0.00123734,0.0006996,0.00018549,0.00015605,0.00068195,0.00064901,0.00049524,0.00081657,0.00259776,0.00227222,0.00966847,0.00964996,0.0107345,0.00739039,0.00373972,0.008105,0.00430248,0.00584502,0.00877843,0.01086032,0.01536897,0.01037651,0.01750697,0.00662073,0.0193908,0.00549908,0.00237432,0.00508003,0.00879765,0.01058837,0.00228907,0.00231712,0.00111064,0.00119061,0.00018421,0.00017352,0.00024337,0.00036164,0.00029694,0.00031939,0.00097908,0.00040719,0.00137367,0.00171501,0.00050819,0.00041927,0.00130674,0.00110982,0.00690684,0.00644564,0.00129465,0.0008822,0.00077358,0.0003913,0.00021874,0.00012169,0.00259231,0.00046533,0.00031938,0.00034427,0.00030175,0.00038243,0.00155758,0.00111989,0.00250176,0.00278292,0.00040564,0.00090365,0.00085378,0.0013372,0.00010453,5.346e-05,9.804e-05,6.765e-05,0.00116003,0.00094867,0.00173049,0.0012149,0.00364227,0.00234308
